word,leixing,fanyi
returned,v, 返回；归还；恢复；重新开始做；回报；回击；宣告（判决）；带来（利润）；选出；（桥牌中）跟着打出；（直角）转延（墙壁）（return 的过去式和过去分词）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
the,art, 这；那
night,n, 夜晚，晚上；黑暗，黑夜
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
august,adj, 威严的；令人敬畏的
found,vt, 创立，建立；创办
myself,pron, 我自己；我亲自；我的正常的健康状况和正常情绪
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
hall,n, 过道，门厅，走廊；会堂；食堂；学生宿舍；大厅，前厅；娱乐中心，会所
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
new,adj, 新的，新鲜的；更新的；初见的
york,n, 约克郡；约克王朝
city,n, 城市，都市
sitting,n, 入席，就坐；开会，开庭；就餐时段；孵卵；坐着的一段时间
by,prep, 由，被；通过；相差……；到……之前；在……旁边
my,pron, 我的
mother,n, 母亲；大娘；女修道院院长
not,adv, 表示否定，不
at,prep, 在（表示存在或出现的地点、场所、位置、空间）；在……岁时；在……远；以（某种价格、速度等）；向，朝；处于……状态；处于最佳（或最差等）状态；达；因为；在……方面；响应；忙于；（武器）瞄准；用，以；（抓）住；从事于；冲 (某人……)
all,det, 所有；全部；（与单数名词连用，表示某事在某段时间内持续发生）全部的；极度；唯一；任何
tired,adj, 疲倦的；厌倦的，厌烦的
although,conj, 尽管，虽然；但是，然而
we,pron, 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人
had,v, 有；吃；得到（动词have的过去式和过去分词）
flown,v, 飞行（fly的过去分词）
the,art, 这；那
day,n, 一天；时期；白昼
before,prep, 在……之前，先于；在……面前；面对（法院、法庭或其他官方机关）并受审；（宁愿……）不愿
and,conj, 和，与；就；而且；但是；然后
driven,adj, 被动的，受到驱策的；有紧迫感的；（人）发愤图强的
five,n, 五，五个；五美元钞票
hours,n, 小时（hour的复数形式）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
the,art, 这；那
city,n, 城市，都市
for,prep, （表示对象、用途等）给，对；为了； 关于；代表；受雇于；意思是；支持；因为；为得到；换取；就……而言；……后（更好、更快乐等）；（表示去向）往；（安排或预定）在……时；对（某人）来说（困难、必需、愉快等）；以……为价格；（表示一段时间）计；表示一系列事件之一
an,art, 一（在元音音素前）
evening,n, 晚上；傍晚；（联欢性的）晚会；后期
with,prep, 和……在一起；具有；用；反对；关于；包括；由于；随着；顺着；受雇于；虽然；支持；穿着；受……影响；表示与某物分离；由……负责
harry,v, （不断）烦扰；不断袭击
carrie,n, 卡丽（女名，Caroline的昵称）
and,conj, 和，与；就；而且；但是；然后
garp,abbr, 全球大气研究方案（Global Atmospheric Research Program）
charity,n, 慈善；施舍；慈善团体；宽容；施舍物
event,n, 事件，大事；项目；结果
with,prep, 和……在一起；具有；用；反对；关于；包括；由于；随着；顺着；受雇于；虽然；支持；穿着；受……影响；表示与某物分离；由……负责
readings,n, 读物；文本；朗读（reading的复数）
by,prep, 由，被；通过；相差……；到……之前；在……旁边
three,n, 三，三个
the,art, 这；那
excitement,n, 兴奋；刺激；令人兴奋的事物
rushing,adj, 急速流动的，飞奔的
through,prep, 穿过，从一端到另一端；断开，洞穿；穿行；越过；透过……看到；隔着……听到；一直到底； 自始至终；从头到尾检查；通过（障碍、阶段或测试）；直至；经由；凭借
me,pron, 我（宾格）
kept,adj, 被资助的，（尤指）被包养的
me,pron, 我（宾格）
awake,adj, 醒着的
and,conj, 和，与；就；而且；但是；然后
thinking,v, 认为；思考；想象；料想；（表示气愤、吃惊）明白（think 的现在分词）
standing,v, 站立；站起来；移动到特定位置；（使）直立；位于（某处）（stand 的现在分词）
and,conj, 和，与；就；而且；但是；然后
applauding,vt, 赞同；称赞；向…喝采
woman,n, 妇女；女性；成年女子
as,adv, 如同，像……一样
she,pron, 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
prepared,adj, 准备好的
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
read,vt, 阅读；读懂，理解
the,art, 这；那
harry,v, （不断）烦扰；不断袭击
potter,n, 陶艺家，制陶工人
series,n, 系列，连续；[电] 串联；级数；丛书
my,pron, 我的
gateway,n, 门；网关；方法；通道；途径
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
my,pron, 我的
academic,adj, 学术的；理论的；学院的
adolescence,n, 青春期
so,adv, 如此，这么；确是如此
fascinated,adj, 着迷的；被深深吸引的
by,prep, 由，被；通过；相差……；到……之前；在……旁边
the,art, 这；那
magic,n, 魔法，巫术；魔术；魅力；（非正式）有魅力之物；（非正式）罕见才能
world,n, 世界；领域；世俗；全人类；物质生活
that,det, 那，那个；那种
my,pron, 我的
mother,n, 母亲；大娘；女修道院院长
began,v, 开始；创建；着手于（begin的过去式）
taking,n, 取得；捕获；营业收入
me,pron, 我（宾格）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
academic,adj, 学术的；理论的；学院的
conferences,n, 会议（conference的复数形式）
focused,adj, 聚焦的；专心的
on,prep, 在……之上；向，朝；关于；在……时候；由……支撑；（身上）带着；一……就；吃，喝；接近；根据；挣……钱；以……支付；以……为燃料；在……中；作为……成员；借助（仪器或器械）；与……相比；增加；靠……服用药物；（由电台或电视）播放；忙碌于
the,art, 这；那
books,n, 书籍（book的复数）；书评
since,prep, 自……以后；（表示气愤）何曾
have,vt, 有；让；拿；从事；允许
attended,v, 参加；注意；照料（attend的过去分词）；伴随
presentations,n, 展示；自我介绍；业务陈述（presentation的复数形式）
about,adv, 大约；将近；到处；（特定位置）四下；闲着；周围；掉头
the,art, 这；那
latin,adj, 拉丁语的；拉丁人的
origin,n, 起源；原点；出身；开端
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
terms,n, 地位，关系；[法] 条款；术语；措辞；价钱（term的复数形式）
and,conj, 和，与；就；而且；但是；然后
spells,v, 拼写（spell的第三人称单数）
the,art, 这；那
ancient,adj, 古代的；古老的，过时的；年老的
tales,n, 故事；候补陪审员召集令（用作单数）；补缺陪审员；谎言（tale的复数）
and,conj, 和，与；就；而且；但是；然后
the,art, 这；那
idea,n, 想法；主意；概念
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
magic,n, 魔法，巫术；魔术；魅力；（非正式）有魅力之物；（非正式）罕见才能
these,det, 这些（this 的复数）
books,n, 书籍（book的复数）；书评
opened,v, 打开，开启（open过去分词形式）
my,pron, 我的
eyes,n, 眼睛（eye的复数）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
the,art, 这；那
whole,adj, 完整的；纯粹的
world,n, 世界；领域；世俗；全人类；物质生活
and,conj, 和，与；就；而且；但是；然后
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
knowledge,n, 知识，学问；知道，认识；学科
itself,pron, 它自己；它本身
they,pron, 他们；它们；她们
kept,adj, 被资助的，（尤指）被包养的
my,pron, 我的
brain,n, 头脑，智力；脑袋
working,adj, 有工作的；从事普通工作的；工作上的；可行的；初步的；基本够用的；能运转的；（机器部件）操作的
over,adv, 倒下；翻转；穿过；完全覆盖；以上；大于；再；结束；改变；完毕；仔细地
the,art, 这；那
summers,n, 夏季，夏天（summer的复数形式）
more,adv, 更多；此外；更大程度地
importantly,adv, 重要地，重要的是；自命不凡地
they,pron, 他们；它们；她们
helped,v, 帮助（help的过去分词）
me,pron, 我（宾格）
adopt,vt, 采取；接受；收养；正式通过
the,art, 这；那
ideas,abbr, 工业设计优秀奖
useful,adj, 有用的，有益的；有帮助的
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
school,n, 学校；学院；学派；鱼群
and,conj, 和，与；就；而且；但是；然后
beyond,prep, 在（或向）……较远的一边；超过，越过；晚于，迟于
that,det, 那，那个；那种
there,adv, 在那里；在那边；在那点上
is,v, 是（be的三单形式）
always,adv, 永远，一直；总是；常常
another,det, 又一，另一；另外的，不同的；类似
way,n, 方法；道路；方向；行业；习惯
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
do,v, 做，干，办（某事）；行动，表现；顺利进行，进展；从事（工作）；执行（任务）；学习，研究；解答，解决，算出；制作，做出；演出，编排（戏剧等）；仿效，模仿；完成，做好；供给，提供；走过，行过；以……速度行进；达到（一定销售额）；参观，游览，旅行；处理；适合，足够；煮制；欺骗；惩罚；（从某地方）盗窃；护理；（非正式）吸（毒）；（非正式）性交；度过（一段时间）；导致，引起；（非正式）痛打，杀死；生长；整理
something,pron, 某事；某物；想来重要（或值得注意）的事物；（数目）若干，大致，左右； 有点像；真不错；(想法或建议)）有道理；诸如此类的东西
or,conj, 或，或者；还是；要不然
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
understand,vt, 理解；懂；获悉；推断；省略；明白
an,art, 一（在元音音素前）
issue,n, 问题；流出；期号；发行物
with,prep, 和……在一起；具有；用；反对；关于；包括；由于；随着；顺着；受雇于；虽然；支持；穿着；受……影响；表示与某物分离；由……负责
uncertainty,n, 犹豫；不确定的事物；不确定度
and,conj, 和，与；就；而且；但是；然后
doubt,n, 怀疑；疑问；疑惑
come,vi, 来；开始；出现；发生；变成；到达
creative,adj, 创造性的
ideas,abbr, 工业设计优秀奖
and,conj, 和，与；就；而且；但是；然后
new,adj, 新的，新鲜的；更新的；初见的
ways,n, 方法（way的复数）；滑路
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
look,vt, 看；期待；注意；面向；看上去像
at,prep, 在（表示存在或出现的地点、场所、位置、空间）；在……岁时；在……远；以（某种价格、速度等）；向，朝；处于……状态；处于最佳（或最差等）状态；达；因为；在……方面；响应；忙于；（武器）瞄准；用，以；（抓）住；从事于；冲 (某人……)
problems,n, [数] 问题；难题（problem的复数）
that,det, 那，那个；那种
may,aux, 可以，能够；可能，也许；祝，愿；会，能
result,n, 结果；成绩；答案；比赛结果
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
new,adj, 新的，新鲜的；更新的；初见的
different,adj, 不同的；个别的，与众不同的
faster,adj, 更快的
and,conj, 和，与；就；而且；但是；然后
easier,adj, 更简单；容易些（easy的比较级形式）；较早的
solutions,n, 解决方案；应对措施；溶液剂（solution的复数）
and,conj, 和，与；就；而且；但是；然后
all,det, 所有；全部；（与单数名词连用，表示某事在某段时间内持续发生）全部的；极度；唯一；任何
this,pron, 这，这个；这样；今，本；……的这个；有个
came,v, come的过去式
from,prep, 从……起；从……开始；寄自，得自；来自；由……（制成）；（两地的距离）离；从；从……（到）；（使）免遭；由于；根据；与……（不同）；防；不在；从……来看；妨碍
little,adj, 小的；很少的；短暂的；小巧可爱的
magic,n, 魔法，巫术；魔术；魅力；（非正式）有魅力之物；（非正式）罕见才能
from,prep, 从……起；从……开始；寄自，得自；来自；由……（制成）；（两地的距离）离；从；从……（到）；（使）免遭；由于；根据；与……（不同）；防；不在；从……来看；妨碍
book,n, 书籍；卷；账簿；名册；工作簿
that,det, 那，那个；那种
many,det, 许多
people,n, 人；人类；民族；公民
see,vt, 看见；理解；领会；觉察；拜访
as,adv, 如同，像……一样
series,n, 系列，连续；[电] 串联；级数；丛书
for,prep, （表示对象、用途等）给，对；为了； 关于；代表；受雇于；意思是；支持；因为；为得到；换取；就……而言；……后（更好、更快乐等）；（表示去向）往；（安排或预定）在……时；对（某人）来说（困难、必需、愉快等）；以……为价格；（表示一段时间）计；表示一系列事件之一
children,n, 孩子们（child的复数）
also,adv, 也；而且；同样
attended,v, 参加；注意；照料（attend的过去分词）；伴随
lectures,n, 演讲，讲演（lecture复数形式）
about,adv, 大约；将近；到处；（特定位置）四下；闲着；周围；掉头
ms,abbr, 毫秒（millisecond）；手稿（manuscript）；女士（Ms
rowling,n, (Rowling) （美）罗琳（人名）
ability,n, 能力，能耐；才能
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
beautifully,adv, 漂亮地；美好地
write,vi, 写，写字；写作，作曲；写信
the,art, 这；那
story,n, 故事；小说；描述；新闻报道；来历；假话；层；一种测量单位（1 story 等于 3
with,prep, 和……在一起；具有；用；反对；关于；包括；由于；随着；顺着；受雇于；虽然；支持；穿着；受……影响；表示与某物分离；由……负责
every,adj, 每一的，每个的；每隔……的；（用于强调）所有可能的，完全可能的
small,adj, 少的，小的；微弱的；几乎没有的；不重要的；幼小的
detail,n, 细节，琐事；具体信息；次要部分；分队，支队
connected,adj, [计] 连接的；有联系的；连贯的
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
something,pron, 某事；某物；想来重要（或值得注意）的事物；（数目）若干，大致，左右； 有点像；真不错；(想法或建议)）有道理；诸如此类的东西
else,adv, 其他；否则；另外
for,prep, （表示对象、用途等）给，对；为了； 关于；代表；受雇于；意思是；支持；因为；为得到；换取；就……而言；……后（更好、更快乐等）；（表示去向）往；（安排或预定）在……时；对（某人）来说（困难、必需、愉快等）；以……为价格；（表示一段时间）计；表示一系列事件之一
example,n, 例子；榜样
details,n, 细节（detail的复数）；详细资料
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
books,n, 书籍（book的复数）；书评
by,prep, 由，被；通过；相差……；到……之前；在……旁边
jonathan,n, 乔纳森（男子名）
swift,adj, 迅速的，快的，敏捷的；立刻的
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
chaucer,n, 乔叟（英国作家）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
dickens,n, （用于问句中，表示烦恼或吃惊）究竟；（某人）……极了；魔鬼
and,conj, 和，与；就；而且；但是；然后
austin,n, 奥斯丁（人名）；英国制汽车牌名
learned,adj, 博学的，有学问的；学术上的，学者的；通过训练形成的，学到的
that,det, 那，那个；那种
like,prep, 像，如同；符合……的方式；有……的特点；（用于询问）……怎么样；例如，好比
all,det, 所有；全部；（与单数名词连用，表示某事在某段时间内持续发生）全部的；极度；唯一；任何
great,adj, 伟大的，重大的；极好的，好的；主要的
books,n, 书籍（book的复数）；书评
rowling,n, (Rowling) （美）罗琳（人名）
stories,n, 故事（story 的复数）；楼层（story 或 storey 的复数）
encouraged,v, 鼓励( encourage的过去式和过去分词 )；支持；促进；鼓动
connection,n, 连接；关系；人脉；连接件
across,adv, 从……的一边到另一边，穿过，越过；在对面，横过；宽；向；（纵横填字游戏）横向字谜答案
mind,n, 理智，精神；意见；智力；记忆力
body,n, 身体；主体；大量；团体；主要部分
and,conj, 和，与；就；而且；但是；然后
soul,n, 灵魂；心灵；精神；鬼魂
although,conj, 尽管，虽然；但是，然而
the,art, 这；那
series,n, 系列，连续；[电] 串联；级数；丛书
has,v, 有，吃，得到，从事，允许，雇用，享有（have的第三人称单数）；（亲属关系中）接受；拿；买到
been,v, 是，有（be的过去分词）
by,prep, 由，被；通过；相差……；到……之前；在……旁边
those,det, 那些（that 的复数）
who,pron, 谁；什么人
believe,vi, 信任；料想；笃信宗教
it,pron, [指无生命的东西、动物、植物]它；这；那
bad,adj, 坏的；严重的；劣质的
behavior,n, 行为，举止；态度；反应
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
children,n, 孩子们（child的复数）
able,adj, 能；[经管] 有能力的；能干的
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
hear,vt, 听到，听；听说；审理
discussions,n, 讨论；论述（discussion的复数）；审议
by,prep, 由，被；通过；相差……；到……之前；在……旁边
those,det, 那些（that 的复数）
who,pron, 谁；什么人
claimed,v, 声称；宣称；断言（claim的过去式）
that,det, 那，那个；那种
these,det, 这些（this 的复数）
books,n, 书籍（book的复数）；书评
teach,vt, 教；教授；教导
wonderful,adj, 极好的，精彩的，绝妙的；奇妙的；美妙；胜；神妙
messages,n, [计][通信] 信息，留言板（message的复数形式）
if,conj, （表条件）如果；（表假设）要是，假如；无论何时；虽然，即使；（用于间接疑问）是否；（用于礼貌问询）是否；当，每次；（与情态动词连用）表婉转客气；这不是……，要是……多好；或许不；就算；尽管
one,num, 一；一个；一岁；一点钟
gets,v, 得到（get的第三人称单数）；抓住；说服；受到（惩罚等）
its,pron, 它的
deeper,adj, 更深
meaning,n, 意义；含义；意图
it,pron, [指无生命的东西、动物、植物]它；这；那
is,v, 是（be的三单形式）
my,pron, 我的
generation,n, 一代；产生；一代人；生殖
shared,adj, 共享的
text,n, [计] 文本；课文；主题
all,det, 所有；全部；（与单数名词连用，表示某事在某段时间内持续发生）全部的；极度；唯一；任何
college,n, 大学；学院；学会
freshmen,n, 大学一年级新生；新手（freshman的复数）
are,v, 是（be的第二人称单复数现在式）
familiar,adj, 熟悉的；常见的；亲近的
with,prep, 和……在一起；具有；用；反对；关于；包括；由于；随着；顺着；受雇于；虽然；支持；穿着；受……影响；表示与某物分离；由……负责
the,art, 这；那
stories,n, 故事（story 的复数）；楼层（story 或 storey 的复数）
and,conj, 和，与；就；而且；但是；然后
that,det, 那，那个；那种
gives,n, 付出；弯曲；内幕消息（give的复数）
us,pron, 我们
set,v, 放，置，使处于；使开始；（故事、电影等）以
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
common,adj, 共同的；普通的；一般的；通常的
and,conj, 和，与；就；而且；但是；然后
ideas,abbr, 工业设计优秀奖
that,det, 那，那个；那种
help,vt, 帮助；促进；治疗；补救
us,pron, 我们
start,vt, 开始；启动
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
learn,vt, 学习；得知；认识到
new,adj, 新的，新鲜的；更新的；初见的
things,n, 事物（thing的复数形式）；用品；形势
what,pron, 什么；多么；多少
did,v, 做（do的过去式）
the,art, 这；那
author,n, 作者；作家；创始人
do,v, 做，干，办（某事）；行动，表现；顺利进行，进展；从事（工作）；执行（任务）；学习，研究；解答，解决，算出；制作，做出；演出，编排（戏剧等）；仿效，模仿；完成，做好；供给，提供；走过，行过；以……速度行进；达到（一定销售额）；参观，游览，旅行；处理；适合，足够；煮制；欺骗；惩罚；（从某地方）盗窃；护理；（非正式）吸（毒）；（非正式）性交；度过（一段时间）；导致，引起；（非正式）痛打，杀死；生长；整理
on,prep, 在……之上；向，朝；关于；在……时候；由……支撑；（身上）带着；一……就；吃，喝；接近；根据；挣……钱；以……支付；以……为燃料；在……中；作为……成员；借助（仪器或器械）；与……相比；增加；靠……服用药物；（由电台或电视）播放；忙碌于
the,art, 这；那
night,n, 夜晚，晚上；黑暗，黑夜
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
august,adj, 威严的；令人敬畏的
he,pron, 他；（泛指的）人；上帝
flew,v, 飞，飞翔（fly的过去式）
for,prep, （表示对象、用途等）给，对；为了； 关于；代表；受雇于；意思是；支持；因为；为得到；换取；就……而言；……后（更好、更快乐等）；（表示去向）往；（安排或预定）在……时；对（某人）来说（困难、必需、愉快等）；以……为价格；（表示一段时间）计；表示一系列事件之一
charity,n, 慈善；施舍；慈善团体；宽容；施舍物
event,n, 事件，大事；项目；结果
he,pron, 他；（泛指的）人；上帝
drove,n, （被驱赶的）畜群；一批相似的东西；（做着相同事的）人群
back,n, 背部；脊梁骨；后部；背面；末尾；（椅子）靠背；后卫；船体；（飞机）机身；（人的）躯干；
home,n, 家，住宅；产地；家乡；避难所
he,pron, 他；（泛指的）人；上帝
listened,v, 听；遵从（listen的过去分词）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
readings,n, 读物；文本；朗读（reading的复数）
by,prep, 由，被；通过；相差……；到……之前；在……旁边
some,det, 一些；某些；好些；少量；某个；算不上；大约；至少有一点
he,pron, 他；（泛指的）人；上帝
the,art, 这；那
excitement,n, 兴奋；刺激；令人兴奋的事物
of,prep, 属于；……的；……的一部分；住在（某地）；关于；由……组成的；因为；（表示人或事的时空位置）在，当
driving,n, 驾驶，行车方式
the,art, 这；那
harry,v, （不断）烦扰；不断袭击
potter,n, 陶艺家，制陶工人
books,n, 书籍（book的复数）；书评
led,v, 领导；通向；指引（lead的过去分词）
the,art, 这；那
author,n, 作者；作家；创始人
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
getting,v, 获得；买到；挣得；收到；得到（get 的现在分词）
jobs,n, 工作（job的复数形式）
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
summers,n, 夏季，夏天（summer的复数形式）
studying,v, 研究（study的ing形式）；学习
harder,adj, 更难的；更努力的；更坚固的（hard的比较级）
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
school,n, 学校；学院；学派；鱼群
writing,n, 书写；写作技能；著书立说，写作的职业；作品，著作；文字；笔迹
books,n, 书籍（book的复数）；书评
for,prep, （表示对象、用途等）给，对；为了； 关于；代表；受雇于；意思是；支持；因为；为得到；换取；就……而言；……后（更好、更快乐等）；（表示去向）往；（安排或预定）在……时；对（某人）来说（困难、必需、愉快等）；以……为价格；（表示一段时间）计；表示一系列事件之一
children,n, 孩子们（child的复数）
viewing,n, 察看，观看；收看（电视）；亲眼目睹的机会（尤指观看艺术作品）
things,n, 事物（thing的复数形式）；用品；形势
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
new,adj, 新的，新鲜的；更新的；初见的
ways,n, 方法（way的复数）；滑路
from,prep, 从……起；从……开始；寄自，得自；来自；由……（制成）；（两地的距离）离；从；从……（到）；（使）免遭；由于；根据；与……（不同）；防；不在；从……来看；妨碍
the,art, 这；那
lectures,n, 演讲，讲演（lecture复数形式）
the,art, 这；那
author,n, 作者；作家；创始人
knew,v, 知道；认识；记得（know的过去式）
more,adv, 更多；此外；更大程度地
about,adv, 大约；将近；到处；（特定位置）四下；闲着；周围；掉头
story,n, 故事；小说；描述；新闻报道；来历；假话；层；一种测量单位（1 story 等于 3
writing,n, 书写；写作技能；著书立说，写作的职业；作品，著作；文字；笔迹
skills,n, 技能；技巧（skill的复数形式）；技术
rowling,n, (Rowling) （美）罗琳（人名）
life,n, 生活，生存；寿命
stories,n, 故事（story 的复数）；楼层（story 或 storey 的复数）
criticism,n, 批评；考证；苛求
against,prep, 反对，违反；对……不利；紧靠，倚，碰撞；针对；预防，抵御；（体育比赛）对阵；以……为背景；参照，和……相比；（赌博）预计……的失败
books,n, 书籍（book的复数）；书评
great,adj, 伟大的，重大的；极好的，好的；主要的
in,prep, 在……内；进……里；在……期间；在……以后；穿着；在……状态中；在……方面；包含在……中；从事……；用……语言，以……媒介；以……调；在（活动）过程中；在……岁数；当……时；（引出具某种品质的人的名字）；占……；在……之中（用于较大和较小数字之间）；以……的数量；带……颜色的；以……方式；具有……特性；按照（表示方式）
history,n, 历史，历史学；历史记录；来历
what,pron, 什么；多么；多少
can,aux, 能；能够；有机会；可能；被允许
we,pron, 我们（主格）；笔者，本人（作者或演讲人使用）；朕，寡人
know,vt, 知道；认识；懂得
about,adv, 大约；将近；到处；（特定位置）四下；闲着；周围；掉头
the,art, 这；那
author,n, 作者；作家；创始人
she,pron, 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
decides,vt, 决定；解决；判决
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
write,vi, 写，写字；写作，作曲；写信
similar,adj, 相似的
stories,n, 故事（story 的复数）；楼层（story 或 storey 的复数）
she,pron, 她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等）
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
go,vi, 走；达到；运转；趋于
to,prep, 朝；位于……；到某处；到某状态；差；给；对于；比；连着；对着；等于；向……表示敬意；伴随；为了给……；适合；按……的看法；（结算账目时）记入
major,adj, 主要的；重要的；主修的；较多的
